Customer ID,Age,Gender,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases,age_group,generation,purchase_tier,loyalty_tier,freq_order,frequency_category,customer_value_score,value_segment,promo_engagement,seasonal_spend_index,rating_flag,rating_category,is_subscriber,used_discount
1743,51,Male,Footwear,80,Kansas,XL,White,Spring,4.3,No,Express,No,18,Venmo,Every 3 Months,46-55,Gen X (45-60),Premium ($61-$80),Regular (11-25),5,Medium Frequency (Monthly-Quarterly),0.505,Medium Value,Non-Engaged,58.74,Rated,Good (4.0-4.4),0,0
1744,23,Male,Clothing,72,Missouri,XL,Brown,Winter,3.3,No,Standard,No,3,Bank Transfer,Weekly,18-25,Gen Z (18-28),Premium ($61-$80),New (1-5),1,High Frequency (Weekly-Bi-Weekly),0.524,Medium Value,Non-Engaged,60.36,Rated,Average (3.0-3.9),0,0
1745,57,Male,Accessories,63,Michigan,L,Teal,Winter,3.0,No,Standard,No,23,PayPal,Weekly,56-70,Gen X (45-60),Premium ($61-$80),Regular (11-25),1,High Frequency (Weekly-Bi-Weekly),0.622,Medium Value,Non-Engaged,60.36,Rated,Average (3.0-3.9),0,0
1746,40,Male,Clothing,27,West Virginia,L,Red,Winter,3.6,No,Store Pickup,No,27,Cash,Weekly,36-45,Millennial (29-44),Budget (<=$30),Loyal (26-50),1,High Frequency (Weekly-Bi-Weekly),0.471,Medium Value,Non-Engaged,60.36,Rated,Average (3.0-3.9),0,0
1747,65,Male,Accessories,44,Alabama,L,Brown,Summer,3.1,No,Store Pickup,No,44,Bank Transfer,Fortnightly,56-70,Boomer (61-70),Mid ($31-$60),Loyal (26-50),2,High Frequency (Weekly-Bi-Weekly),0.635,Medium Value,Non-Engaged,58.41,Rated,Average (3.0-3.9),0,0
1748,61,Male,Outerwear,23,New Hampshire,M,Yellow,Winter,2.9,No,Express,No,41,Venmo,Quarterly,56-70,Boomer (61-70),Budget (<=$30),Loyal (26-50),6,Low Frequency (Quarterly-Annually),0.342,Low Value,Non-Engaged,60.36,Rated,Poor (2.5-2.9),0,0
1749,34,Male,Clothing,93,Montana,L,Teal,Winter,3.9,No,2-Day Shipping,No,41,Bank Transfer,Annually,26-35,Millennial (29-44),Luxury ($81-$100),Loyal (26-50),7,Low Frequency (Quarterly-Annually),0.651,High Value,Non-Engaged,60.36,Rated,Average (3.0-3.9),0,0
1750,43,Male,Clothing,70,Wyoming,L,Pink,Fall,3.2,No,2-Day Shipping,No,36,Debit Card,Every 3 Months,36-45,Millennial (29-44),Premium ($61-$80),Loyal (26-50),5,Medium Frequency (Monthly-Quarterly),0.583,Medium Value,Non-Engaged,61.56,Rated,Average (3.0-3.9),0,0
1751,31,Male,Accessories,85,Missouri,M,White,Fall,3.1,No,Express,No,38,Venmo,Every 3 Months,26-35,Millennial (29-44),Luxury ($81-$100),Loyal (26-50),5,Medium Frequency (Monthly-Quarterly),0.673,High Value,Non-Engaged,61.56,Rated,Average (3.0-3.9),0,0
1752,57,Male,Clothing,40,Ohio,M,Silver,Winter,3.2,No,2-Day Shipping,No,34,Cash,Annually,56-70,Gen X (45-60),Mid ($31-$60),Loyal (26-50),7,Low Frequency (Quarterly-Annually),0.336,Low Value,Non-Engaged,60.36,Rated,Average (3.0-3.9),0,0
1753,34,Male,Footwear,29,South Dakota,L,Blue,Winter,3.3,No,Store Pickup,No,14,Venmo,Quarterly,26-35,Millennial (29-44),Budget (<=$30),Regular (11-25),6,Low Frequency (Quarterly-Annually),0.18,Low Value,Non-Engaged,60.36,Rated,Average (3.0-3.9),0,0
1754,25,Male,Clothing,27,Colorado,L,Black,Fall,4.8,No,Next Day Air,No,23,Credit Card,Fortnightly,18-25,Gen Z (18-28),Budget (<=$30),Regular (11-25),2,High Frequency (Weekly-Bi-Weekly),0.4,Medium Value,Non-Engaged,61.56,Rated,Excellent (4.5-5.0),0,0
1755,66,Male,Clothing,93,Massachusetts,S,Beige,Fall,3.8,No,2-Day Shipping,No,18,Credit Card,Fortnightly,56-70,Boomer (61-70),Luxury ($81-$100),Regular (11-25),2,High Frequency (Weekly-Bi-Weekly),0.695,High Value,Non-Engaged,61.56,Rated,Average (3.0-3.9),0,0
1756,56,Male,Accessories,20,Delaware,XL,Charcoal,Spring,4.6,No,Next Day Air,No,45,Cash,Monthly,56-70,Gen X (45-60),Budget (<=$30),Loyal (26-50),4,Medium Frequency (Monthly-Quarterly),0.439,Medium Value,Non-Engaged,58.74,Rated,Excellent (4.5-5.0),0,0
1757,49,Male,Accessories,55,New Hampshire,S,Cyan,Fall,2.8,No,Free Shipping,No,14,Bank Transfer,Weekly,46-55,Gen X (45-60),Mid ($31-$60),Regular (11-25),1,High Frequency (Weekly-Bi-Weekly),0.518,Medium Value,Non-Engaged,61.56,Rated,Poor (2.5-2.9),0,0
1758,19,Male,Clothing,94,Michigan,L,Yellow,Fall,3.6,No,Standard,No,48,Debit Card,Annually,18-25,Gen Z (18-28),Luxury ($81-$100),Loyal (26-50),7,Low Frequency (Quarterly-Annually),0.706,High Value,Non-Engaged,61.56,Rated,Average (3.0-3.9),0,0
1759,27,Male,Accessories,56,Pennsylvania,M,Silver,Winter,4.3,No,Free Shipping,No,17,Venmo,Bi-Weekly,26-35,Gen Z (18-28),Mid ($31-$60),Regular (11-25),3,High Frequency (Weekly-Bi-Weekly),0.461,Medium Value,Non-Engaged,60.36,Rated,Good (4.0-4.4),0,0
1760,68,Male,Clothing,58,Louisiana,L,Green,Spring,4.0,No,Next Day Air,No,1,PayPal,Weekly,56-70,Boomer (61-70),Mid ($31-$60),New (1-5),1,High Frequency (Weekly-Bi-Weekly),0.44,Medium Value,Non-Engaged,58.74,Rated,Good (4.0-4.4),0,0
1761,20,Male,Clothing,44,Minnesota,XL,Peach,Spring,3.5,No,Standard,No,39,PayPal,Weekly,18-25,Gen Z (18-28),Mid ($31-$60),Loyal (26-50),1,High Frequency (Weekly-Bi-Weekly),0.641,Medium Value,Non-Engaged,58.74,Rated,Average (3.0-3.9),0,0
1762,21,Male,Clothing,95,Hawaii,S,Green,Fall,4.9,No,2-Day Shipping,No,24,Cash,Weekly,18-25,Gen Z (18-28),Luxury ($81-$100),Regular (11-25),1,High Frequency (Weekly-Bi-Weekly),0.789,High Value,Non-Engaged,61.56,Rated,Excellent (4.5-5.0),0,0
1763,36,Male,Footwear,42,Idaho,M,Brown,Summer,3.1,No,Express,No,41,Bank Transfer,Fortnightly,36-45,Millennial (29-44),Mid ($31-$60),Loyal (26-50),2,High Frequency (Weekly-Bi-Weekly),0.604,Medium Value,Non-Engaged,58.41,Rated,Average (3.0-3.9),0,0
1764,37,Male,Accessories,93,Vermont,M,Lavender,Winter,3.9,No,Store Pickup,No,28,PayPal,Annually,36-45,Millennial (29-44),Luxury ($81-$100),Loyal (26-50),7,Low Frequency (Quarterly-Annually),0.558,Medium Value,Non-Engaged,60.36,Rated,Average (3.0-3.9),0,0
1765,61,Male,Clothing,56,Delaware,M,Charcoal,Summer,3.0,No,Store Pickup,No,34,Venmo,Quarterly,56-70,Boomer (61-70),Mid ($31-$60),Loyal (26-50),6,Low Frequency (Quarterly-Annually),0.457,Medium Value,Non-Engaged,58.41,Rated,Average (3.0-3.9),0,0
1766,68,Male,Clothing,88,New Mexico,M,Orange,Spring,4.1,No,2-Day Shipping,No,41,Venmo,Quarterly,56-70,Boomer (61-70),Luxury ($81-$100),Loyal (26-50),6,Low Frequency (Quarterly-Annually),0.667,High Value,Non-Engaged,58.74,Rated,Good (4.0-4.4),0,0
1767,60,Male,Clothing,54,Alaska,S,Cyan,Winter,4.3,No,2-Day Shipping,No,27,Cash,Bi-Weekly,56-70,Gen X (45-60),Mid ($31-$60),Loyal (26-50),3,High Frequency (Weekly-Bi-Weekly),0.522,Medium Value,Non-Engaged,60.36,Rated,Good (4.0-4.4),0,0
1768,69,Male,Accessories,89,Minnesota,L,Lavender,Fall,3.8,No,2-Day Shipping,No,46,Debit Card,Fortnightly,56-70,Boomer (61-70),Luxury ($81-$100),Loyal (26-50),2,High Frequency (Weekly-Bi-Weekly),0.875,High Value,Non-Engaged,61.56,Rated,Average (3.0-3.9),0,0
1769,25,Male,Footwear,45,Nebraska,M,Indigo,Summer,3.9,No,2-Day Shipping,No,2,PayPal,Every 3 Months,18-25,Gen Z (18-28),Mid ($31-$60),New (1-5),5,Medium Frequency (Monthly-Quarterly),0.215,Low Value,Non-Engaged,58.41,Rated,Average (3.0-3.9),0,0
1770,32,Male,Clothing,75,Alaska,L,Brown,Winter,4.3,No,Free Shipping,No,45,Cash,Monthly,26-35,Millennial (29-44),Premium ($61-$80),Loyal (26-50),4,Medium Frequency (Monthly-Quarterly),0.714,High Value,Non-Engaged,60.36,Rated,Good (4.0-4.4),0,0
1771,53,Male,Accessories,22,Michigan,M,Pink,Fall,4.3,No,Express,No,34,Bank Transfer,Weekly,46-55,Gen X (45-60),Budget (<=$30),Loyal (26-50),1,High Frequency (Weekly-Bi-Weekly),0.496,Medium Value,Non-Engaged,61.56,Rated,Good (4.0-4.4),0,0
1772,46,Male,Clothing,82,Indiana,XL,Turquoise,Fall,4.7,No,Store Pickup,No,9,Credit Card,Annually,46-55,Gen X (45-60),Luxury ($81-$100),Developing (6-10),7,Low Frequency (Quarterly-Annually),0.367,Low Value,Non-Engaged,61.56,Rated,Excellent (4.5-5.0),0,0
1773,58,Male,Footwear,34,Hawaii,M,Gold,Summer,3.1,No,2-Day Shipping,No,1,Bank Transfer,Annually,56-70,Gen X (45-60),Mid ($31-$60),New (1-5),7,Low Frequency (Quarterly-Annually),0.07,Low Value,Non-Engaged,58.41,Rated,Average (3.0-3.9),0,0
1774,21,Male,Outerwear,92,West Virginia,M,Blue,Summer,2.7,No,Free Shipping,No,17,PayPal,Annually,18-25,Gen Z (18-28),Luxury ($81-$100),Regular (11-25),7,Low Frequency (Quarterly-Annually),0.474,Medium Value,Non-Engaged,58.41,Rated,Poor (2.5-2.9),0,0
1775,46,Male,Clothing,78,New York,M,Lavender,Spring,3.7,No,Express,No,6,PayPal,Weekly,46-55,Gen X (45-60),Premium ($61-$80),Developing (6-10),1,High Frequency (Weekly-Bi-Weekly),0.576,Medium Value,Non-Engaged,58.74,Rated,Average (3.0-3.9),0,0
1776,18,Male,Outerwear,47,Iowa,M,Violet,Spring,3.3,No,2-Day Shipping,No,12,Cash,Bi-Weekly,18-25,Gen Z (18-28),Mid ($31-$60),Regular (11-25),3,High Frequency (Weekly-Bi-Weekly),0.38,Low Value,Non-Engaged,58.74,Rated,Average (3.0-3.9),0,0
1777,56,Male,Outerwear,64,Arizona,L,Cyan,Summer,3.4,No,Free Shipping,No,10,Venmo,Every 3 Months,56-70,Gen X (45-60),Premium ($61-$80),Developing (6-10),5,Medium Frequency (Monthly-Quarterly),0.368,Low Value,Non-Engaged,58.41,Rated,Average (3.0-3.9),0,0
1778,18,Male,Footwear,44,Minnesota,L,Purple,Winter,4.7,No,Free Shipping,No,4,Cash,Fortnightly,18-25,Gen Z (18-28),Mid ($31-$60),New (1-5),2,High Frequency (Weekly-Bi-Weekly),0.35,Low Value,Non-Engaged,60.36,Rated,Excellent (4.5-5.0),0,0
1779,49,Male,Accessories,94,Texas,M,Red,Winter,4.9,No,Store Pickup,No,8,Debit Card,Bi-Weekly,46-55,Gen X (45-60),Luxury ($81-$100),Developing (6-10),3,High Frequency (Weekly-Bi-Weekly),0.587,Medium Value,Non-Engaged,60.36,Rated,Excellent (4.5-5.0),0,0
1780,29,Male,Accessories,62,Virginia,M,Charcoal,Winter,4.3,No,Free Shipping,No,41,Venmo,Weekly,26-35,Millennial (29-44),Premium ($61-$80),Loyal (26-50),1,High Frequency (Weekly-Bi-Weekly),0.746,High Value,Non-Engaged,60.36,Rated,Good (4.0-4.4),0,0
1781,67,Male,Accessories,81,North Dakota,S,Gray,Summer,4.2,No,Next Day Air,No,49,Credit Card,Weekly,56-70,Boomer (61-70),Luxury ($81-$100),Loyal (26-50),1,High Frequency (Weekly-Bi-Weekly),0.898,High Value,Non-Engaged,58.41,Rated,Good (4.0-4.4),0,0
1782,31,Male,Clothing,33,Iowa,M,Pink,Fall,3.7,No,Express,No,49,Bank Transfer,Quarterly,26-35,Millennial (29-44),Mid ($31-$60),Loyal (26-50),6,Low Frequency (Quarterly-Annually),0.45,Medium Value,Non-Engaged,61.56,Rated,Average (3.0-3.9),0,0
1783,52,Male,Clothing,88,Utah,M,Lavender,Fall,2.7,No,Next Day Air,No,40,Bank Transfer,Fortnightly,46-55,Gen X (45-60),Luxury ($81-$100),Loyal (26-50),2,High Frequency (Weekly-Bi-Weekly),0.827,High Value,Non-Engaged,61.56,Rated,Poor (2.5-2.9),0,0
1784,42,Male,Accessories,49,Ohio,L,Lavender,Winter,3.3,No,Free Shipping,No,30,Credit Card,Monthly,36-45,Millennial (29-44),Mid ($31-$60),Loyal (26-50),4,Medium Frequency (Monthly-Quarterly),0.477,Medium Value,Non-Engaged,60.36,Rated,Average (3.0-3.9),0,0
1785,32,Male,Accessories,31,Louisiana,L,Yellow,Summer,4.8,No,Standard,No,4,Debit Card,Quarterly,26-35,Millennial (29-44),Mid ($31-$60),New (1-5),6,Low Frequency (Quarterly-Annually),0.118,Low Value,Non-Engaged,58.41,Rated,Excellent (4.5-5.0),0,0
1786,47,Male,Accessories,29,Iowa,S,Peach,Fall,4.1,No,Next Day Air,No,22,Venmo,Monthly,46-55,Gen X (45-60),Budget (<=$30),Regular (11-25),4,Medium Frequency (Monthly-Quarterly),0.32,Low Value,Non-Engaged,61.56,Rated,Good (4.0-4.4),0,0
1787,45,Male,Outerwear,34,Maryland,M,Brown,Spring,4.6,No,2-Day Shipping,No,22,Venmo,Monthly,36-45,Gen X (45-60),Mid ($31-$60),Regular (11-25),4,Medium Frequency (Monthly-Quarterly),0.345,Low Value,Non-Engaged,58.74,Rated,Excellent (4.5-5.0),0,0
1788,20,Male,Clothing,38,Montana,L,Gold,Fall,4.9,No,2-Day Shipping,No,10,Bank Transfer,Quarterly,18-25,Gen Z (18-28),Mid ($31-$60),Developing (6-10),6,Low Frequency (Quarterly-Annually),0.196,Low Value,Non-Engaged,61.56,Rated,Excellent (4.5-5.0),0,0
1789,66,Male,Clothing,41,Illinois,L,Pink,Summer,3.1,No,Store Pickup,No,23,Cash,Bi-Weekly,56-70,Boomer (61-70),Mid ($31-$60),Regular (11-25),3,High Frequency (Weekly-Bi-Weekly),0.429,Medium Value,Non-Engaged,58.41,Rated,Average (3.0-3.9),0,0
1790,52,Male,Clothing,34,Arizona,L,Peach,Spring,3.0,No,2-Day Shipping,No,43,Debit Card,Quarterly,46-55,Gen X (45-60),Mid ($31-$60),Loyal (26-50),6,Low Frequency (Quarterly-Annually),0.412,Medium Value,Non-Engaged,58.74,Rated,Average (3.0-3.9),0,0
1791,50,Male,Accessories,26,North Carolina,S,Violet,Summer,3.7,No,Store Pickup,No,31,PayPal,Bi-Weekly,46-55,Gen X (45-60),Budget (<=$30),Loyal (26-50),3,High Frequency (Weekly-Bi-Weekly),0.411,Medium Value,Non-Engaged,58.41,Rated,Average (3.0-3.9),0,0
1792,62,Male,Clothing,98,Montana,S,Purple,Winter,4.0,No,Store Pickup,No,38,Cash,Annually,56-70,Boomer (61-70),Luxury ($81-$100),Loyal (26-50),7,Low Frequency (Quarterly-Annually),0.654,High Value,Non-Engaged,60.36,Rated,Good (4.0-4.4),0,0
1793,38,Male,Footwear,59,Iowa,M,Peach,Fall,3.0,No,Express,No,22,Debit Card,Every 3 Months,36-45,Millennial (29-44),Mid ($31-$60),Regular (11-25),5,Medium Frequency (Monthly-Quarterly),0.428,Medium Value,Non-Engaged,61.56,Rated,Average (3.0-3.9),0,0
1794,65,Male,Accessories,92,Iowa,S,White,Fall,3.8,No,Store Pickup,No,45,Cash,Every 3 Months,56-70,Boomer (61-70),Luxury ($81-$100),Loyal (26-50),5,Medium Frequency (Monthly-Quarterly),0.758,High Value,Non-Engaged,61.56,Rated,Average (3.0-3.9),0,0
1795,60,Male,Accessories,40,Ohio,L,Indigo,Spring,3.7,No,Express,No,21,Debit Card,Fortnightly,56-70,Gen X (45-60),Mid ($31-$60),Regular (11-25),2,High Frequency (Weekly-Bi-Weekly),0.451,Medium Value,Non-Engaged,58.74,Rated,Average (3.0-3.9),0,0
1796,68,Male,Clothing,20,Wisconsin,S,Violet,Fall,4.0,No,2-Day Shipping,No,9,Debit Card,Fortnightly,56-70,Boomer (61-70),Budget (<=$30),Developing (6-10),2,High Frequency (Weekly-Bi-Weekly),0.265,Low Value,Non-Engaged,61.56,Rated,Good (4.0-4.4),0,0
1797,62,Male,Clothing,35,South Carolina,S,Brown,Spring,3.1,No,Store Pickup,No,34,Venmo,Weekly,56-70,Boomer (61-70),Mid ($31-$60),Loyal (26-50),1,High Frequency (Weekly-Bi-Weekly),0.561,Medium Value,Non-Engaged,58.74,Rated,Average (3.0-3.9),0,0
1798,62,Male,Accessories,35,Oregon,L,Maroon,Spring,3.9,No,2-Day Shipping,No,26,Venmo,Weekly,56-70,Boomer (61-70),Mid ($31-$60),Loyal (26-50),1,High Frequency (Weekly-Bi-Weekly),0.504,Medium Value,Non-Engaged,58.74,Rated,Average (3.0-3.9),0,0
1799,40,Male,Clothing,82,North Dakota,L,Magenta,Winter,3.7,No,Express,No,1,Cash,Weekly,36-45,Millennial (29-44),Luxury ($81-$100),New (1-5),1,High Frequency (Weekly-Bi-Weekly),0.56,Medium Value,Non-Engaged,60.36,Rated,Average (3.0-3.9),0,0
1800,32,Male,Clothing,48,California,M,Charcoal,Fall,3.9,No,Express,No,47,Venmo,Weekly,26-35,Millennial (29-44),Mid ($31-$60),Loyal (26-50),1,High Frequency (Weekly-Bi-Weekly),0.719,High Value,Non-Engaged,61.56,Rated,Average (3.0-3.9),0,0
1801,22,Male,Outerwear,58,Mississippi,XL,Indigo,Winter,2.7,No,Express,No,30,Credit Card,Weekly,18-25,Gen Z (18-28),Mid ($31-$60),Loyal (26-50),1,High Frequency (Weekly-Bi-Weekly),0.647,Medium Value,Non-Engaged,60.36,Rated,Poor (2.5-2.9),0,0
1802,33,Male,Clothing,57,New Jersey,M,Turquoise,Spring,3.9,No,Express,No,48,Debit Card,Fortnightly,26-35,Millennial (29-44),Mid ($31-$60),Loyal (26-50),2,High Frequency (Weekly-Bi-Weekly),0.729,High Value,Non-Engaged,58.74,Rated,Average (3.0-3.9),0,0
1803,57,Male,Clothing,96,Rhode Island,L,Turquoise,Winter,2.6,No,Store Pickup,No,31,Venmo,Bi-Weekly,56-70,Gen X (45-60),Luxury ($81-$100),Loyal (26-50),3,High Frequency (Weekly-Bi-Weekly),0.761,High Value,Non-Engaged,60.36,Rated,Poor (2.5-2.9),0,0
1804,60,Male,Footwear,97,New Hampshire,S,Gray,Summer,3.5,No,Free Shipping,No,33,Venmo,Fortnightly,56-70,Gen X (45-60),Luxury ($81-$100),Loyal (26-50),2,High Frequency (Weekly-Bi-Weekly),0.822,High Value,Non-Engaged,58.41,Rated,Average (3.0-3.9),0,0
1805,30,Male,Clothing,42,Louisiana,L,Peach,Winter,4.4,No,Next Day Air,No,39,Credit Card,Weekly,26-35,Millennial (29-44),Mid ($31-$60),Loyal (26-50),1,High Frequency (Weekly-Bi-Weekly),0.631,Medium Value,Non-Engaged,60.36,Rated,Good (4.0-4.4),0,0
1806,41,Male,Clothing,62,Arizona,L,Gold,Spring,4.9,No,Store Pickup,No,46,Debit Card,Weekly,36-45,Millennial (29-44),Premium ($61-$80),Loyal (26-50),1,High Frequency (Weekly-Bi-Weekly),0.781,High Value,Non-Engaged,58.74,Rated,Excellent (4.5-5.0),0,0
1807,58,Male,Accessories,67,Rhode Island,M,Green,Fall,3.9,No,Standard,No,24,Venmo,Annually,56-70,Gen X (45-60),Premium ($61-$80),Regular (11-25),7,Low Frequency (Quarterly-Annually),0.399,Low Value,Non-Engaged,61.56,Rated,Average (3.0-3.9),0,0
1808,34,Male,Footwear,46,Vermont,L,Gold,Summer,3.5,No,Standard,No,37,Venmo,Fortnightly,26-35,Millennial (29-44),Mid ($31-$60),Loyal (26-50),2,High Frequency (Weekly-Bi-Weekly),0.595,Medium Value,Non-Engaged,58.41,Rated,Average (3.0-3.9),0,0
1809,67,Male,Outerwear,71,Tennessee,M,Lavender,Spring,4.3,No,Next Day Air,No,7,Debit Card,Monthly,56-70,Boomer (61-70),Premium ($61-$80),Developing (6-10),4,Medium Frequency (Monthly-Quarterly),0.423,Medium Value,Non-Engaged,58.74,Rated,Good (4.0-4.4),0,0
1810,58,Male,Accessories,99,Alaska,S,Blue,Fall,3.4,No,Free Shipping,No,6,Debit Card,Fortnightly,56-70,Gen X (45-60),Luxury ($81-$100),Developing (6-10),2,High Frequency (Weekly-Bi-Weekly),0.639,Medium Value,Non-Engaged,61.56,Rated,Average (3.0-3.9),0,0
1811,41,Male,Clothing,28,Maryland,M,Magenta,Fall,2.7,No,Standard,No,16,Cash,Bi-Weekly,36-45,Millennial (29-44),Budget (<=$30),Regular (11-25),3,High Frequency (Weekly-Bi-Weekly),0.314,Low Value,Non-Engaged,61.56,Rated,Poor (2.5-2.9),0,0
1812,42,Male,Accessories,77,Wisconsin,L,Blue,Summer,3.6,No,Standard,No,33,Bank Transfer,Annually,36-45,Millennial (29-44),Premium ($61-$80),Loyal (26-50),7,Low Frequency (Quarterly-Annually),0.514,Medium Value,Non-Engaged,58.41,Rated,Average (3.0-3.9),0,0
1813,50,Male,Footwear,63,Nevada,S,Blue,Summer,4.9,No,Express,No,18,PayPal,Bi-Weekly,46-55,Gen X (45-60),Premium ($61-$80),Regular (11-25),3,High Frequency (Weekly-Bi-Weekly),0.503,Medium Value,Non-Engaged,58.41,Rated,Excellent (4.5-5.0),0,0
1814,40,Male,Clothing,62,Illinois,M,Olive,Spring,3.5,No,Free Shipping,No,24,PayPal,Weekly,36-45,Millennial (29-44),Premium ($61-$80),Regular (11-25),1,High Frequency (Weekly-Bi-Weekly),0.624,Medium Value,Non-Engaged,58.74,Rated,Average (3.0-3.9),0,0
1815,32,Male,Clothing,92,Montana,M,White,Summer,3.8,No,Free Shipping,No,24,Cash,Quarterly,26-35,Millennial (29-44),Luxury ($81-$100),Regular (11-25),6,Low Frequency (Quarterly-Annually),0.566,Medium Value,Non-Engaged,58.41,Rated,Average (3.0-3.9),0,0
1816,51,Male,Footwear,72,New Mexico,L,White,Winter,4.5,No,2-Day Shipping,No,48,Credit Card,Every 3 Months,46-55,Gen X (45-60),Premium ($61-$80),Loyal (26-50),5,Medium Frequency (Monthly-Quarterly),0.679,High Value,Non-Engaged,60.36,Rated,Excellent (4.5-5.0),0,0
1817,26,Male,Accessories,79,Virginia,M,Purple,Summer,4.0,No,Express,No,4,Cash,Weekly,26-35,Gen Z (18-28),Premium ($61-$80),New (1-5),1,High Frequency (Weekly-Bi-Weekly),0.566,Medium Value,Non-Engaged,58.41,Rated,Good (4.0-4.4),0,0
1818,32,Male,Clothing,27,Delaware,M,White,Summer,4.7,No,Free Shipping,No,20,Cash,Weekly,26-35,Millennial (29-44),Budget (<=$30),Regular (11-25),1,High Frequency (Weekly-Bi-Weekly),0.421,Medium Value,Non-Engaged,58.41,Rated,Excellent (4.5-5.0),0,0
1819,58,Male,Accessories,39,North Carolina,M,White,Fall,3.8,No,Express,No,47,Debit Card,Every 3 Months,56-70,Gen X (45-60),Mid ($31-$60),Loyal (26-50),5,Medium Frequency (Monthly-Quarterly),0.507,Medium Value,Non-Engaged,61.56,Rated,Average (3.0-3.9),0,0
1820,51,Male,Clothing,86,Nevada,S,Peach,Spring,4.5,No,Next Day Air,No,50,Cash,Quarterly,46-55,Gen X (45-60),Luxury ($81-$100),Loyal (26-50),6,Low Frequency (Quarterly-Annually),0.722,High Value,Non-Engaged,58.74,Rated,Excellent (4.5-5.0),0,0
1821,19,Male,Clothing,94,Washington,XL,Gold,Fall,5.0,No,Express,No,31,PayPal,Monthly,18-25,Gen Z (18-28),Luxury ($81-$100),Loyal (26-50),4,Medium Frequency (Monthly-Quarterly),0.709,High Value,Non-Engaged,61.56,Rated,Excellent (4.5-5.0),0,0
1822,57,Male,Clothing,53,Maine,M,Teal,Spring,2.8,No,Express,No,29,PayPal,Quarterly,56-70,Gen X (45-60),Mid ($31-$60),Loyal (26-50),6,Low Frequency (Quarterly-Annually),0.407,Medium Value,Non-Engaged,58.74,Rated,Poor (2.5-2.9),0,0
1823,66,Male,Clothing,85,Connecticut,S,Cyan,Summer,4.4,No,Standard,No,4,Cash,Annually,56-70,Boomer (61-70),Luxury ($81-$100),New (1-5),7,Low Frequency (Quarterly-Annually),0.346,Low Value,Non-Engaged,58.41,Rated,Good (4.0-4.4),0,0
1824,62,Male,Clothing,50,Louisiana,L,Pink,Fall,4.7,No,Free Shipping,No,40,Bank Transfer,Bi-Weekly,56-70,Boomer (61-70),Mid ($31-$60),Loyal (26-50),3,High Frequency (Weekly-Bi-Weekly),0.595,Medium Value,Non-Engaged,61.56,Rated,Excellent (4.5-5.0),0,0
1825,58,Male,Clothing,47,Illinois,XL,Magenta,Winter,3.8,No,Express,No,31,Cash,Monthly,56-70,Gen X (45-60),Mid ($31-$60),Loyal (26-50),4,Medium Frequency (Monthly-Quarterly),0.474,Medium Value,Non-Engaged,60.36,Rated,Average (3.0-3.9),0,0
1826,23,Male,Footwear,75,South Dakota,M,Pink,Winter,4.9,No,Next Day Air,No,41,Credit Card,Weekly,18-25,Gen Z (18-28),Premium ($61-$80),Loyal (26-50),1,High Frequency (Weekly-Bi-Weekly),0.811,High Value,Non-Engaged,60.36,Rated,Excellent (4.5-5.0),0,0
1827,45,Male,Clothing,60,Indiana,M,Turquoise,Winter,4.2,No,Express,No,44,Debit Card,Annually,36-45,Gen X (45-60),Mid ($31-$60),Loyal (26-50),7,Low Frequency (Quarterly-Annually),0.507,Medium Value,Non-Engaged,60.36,Rated,Good (4.0-4.4),0,0
1828,20,Male,Clothing,36,Vermont,S,Pink,Spring,4.9,No,2-Day Shipping,No,31,Bank Transfer,Weekly,18-25,Gen Z (18-28),Mid ($31-$60),Loyal (26-50),1,High Frequency (Weekly-Bi-Weekly),0.544,Medium Value,Non-Engaged,58.74,Rated,Excellent (4.5-5.0),0,0
1829,33,Male,Outerwear,80,New Hampshire,L,Gray,Spring,3.9,No,Express,No,45,Cash,Every 3 Months,26-35,Millennial (29-44),Premium ($61-$80),Loyal (26-50),5,Medium Frequency (Monthly-Quarterly),0.698,High Value,Non-Engaged,58.74,Rated,Average (3.0-3.9),0,0
1830,30,Male,Accessories,96,Oregon,M,White,Spring,4.9,No,2-Day Shipping,No,50,Credit Card,Quarterly,26-35,Millennial (29-44),Luxury ($81-$100),Loyal (26-50),6,Low Frequency (Quarterly-Annually),0.772,High Value,Non-Engaged,58.74,Rated,Excellent (4.5-5.0),0,0
1831,50,Male,Accessories,80,Kansas,M,Blue,Winter,4.8,No,Express,No,7,Venmo,Annually,46-55,Gen X (45-60),Premium ($61-$80),Developing (6-10),7,Low Frequency (Quarterly-Annually),0.343,Low Value,Non-Engaged,60.36,Rated,Excellent (4.5-5.0),0,0
1832,62,Male,Clothing,71,Maine,M,Cyan,Summer,3.3,No,Free Shipping,No,5,Bank Transfer,Every 3 Months,56-70,Boomer (61-70),Premium ($61-$80),New (1-5),5,Medium Frequency (Monthly-Quarterly),0.367,Low Value,Non-Engaged,58.41,Rated,Average (3.0-3.9),0,0
1833,69,Male,Accessories,29,Louisiana,M,Blue,Fall,4.6,No,Free Shipping,No,48,Cash,Monthly,56-70,Boomer (61-70),Budget (<=$30),Loyal (26-50),4,Medium Frequency (Monthly-Quarterly),0.506,Medium Value,Non-Engaged,61.56,Rated,Excellent (4.5-5.0),0,0
